epoch,training_acc,training_loss
0,38.81,844.45
1,42.11,798.11
2,48.1,778.59
3,52.32,764.03
4,52.89,751.06
5,57.07,739.87
6,58.61,730.26
7,60.45,722.85
8,59.01,713.71
9,62.17,705.81
10,63.05,700.02
11,63.87,692.8
12,65.39,686.65
13,65.36,681.6
14,65.71,676.2
15,66.77,670.06
16,66.33,665.38
17,67.49,659.89
18,67.65,654.93
19,67.72,650.11
20,68.41,645.6
21,68.68,642.33
22,68.93,638.06
23,68.78,635.57
24,68.9,633.13
25,69.45,629.64
26,68.59,628.34
27,69.67,625.2
28,69.01,622.94
29,69.69,621.24
30,69.21,620.55
31,69.44,618.18
32,69.6,617.17
33,69.3,616.18
34,69.31,614.93
35,70.28,613.58
36,68.89,613.35
37,70.17,612.46
38,69.61,612.36
39,70.68,610.66
