epoch,training_acc,training_loss
0,37.11,844.8
1,44.03,801.79
2,48.34,778.69
3,51.11,762.63
4,55.68,750.64
5,57.39,739.47
6,57.62,730.27
7,58.87,722.54
8,62.11,713.5
9,63.48,705.11
10,64.04,698.1
11,65.51,691.04
12,65.55,684.58
13,66.16,678.32
14,67.26,672.68
15,67.28,667.95
16,67.96,662.08
17,68.09,658.26
18,67.61,651.75
19,68.65,648.15
20,68.85,643.2
21,68.96,639.63
22,69.65,636.43
23,70.61,633.27
24,69.1,629.47
25,70.58,627.3
26,69.49,624.4
27,70.6,623.26
28,70.15,620.53
29,69.46,618.63
30,70.62,616.59
31,70.49,615.64
32,70.51,614.21
33,70.77,614.12
34,70.49,612.84
35,70.63,611.44
36,71.14,611.14
37,71.04,610.63
38,71.38,609.07
39,70.66,608.22
