epoch,training_acc,training_loss
0,37.38,839.65
1,44.71,798.91
2,46.97,781.02
3,51.2,766.28
4,55.08,754.33
5,56.21,743.43
6,58.49,734.04
7,59.0,725.54
8,60.15,716.19
9,61.64,709.78
10,64.14,702.05
11,63.12,696.91
12,64.92,690.17
13,66.23,683.91
14,66.1,678.95
15,67.39,673.87
16,66.7,668.58
17,67.91,664.52
18,67.84,658.73
19,68.3,654.27
20,68.55,650.32
21,68.9,646.84
22,66.6,642.41
23,69.11,638.13
24,69.08,635.11
25,69.26,632.43
26,69.47,630.85
27,69.97,627.87
28,69.64,625.92
29,69.19,623.45
30,70.45,623.02
31,69.42,619.8
32,70.07,619.65
33,69.88,617.66
34,70.76,616.69
35,69.85,615.4
36,69.99,614.91
37,70.63,613.9
38,70.04,612.35
39,70.84,612.08
