epoch,training_acc,training_loss
0,94.09,757.76
1,97.86,699.79
2,97.83,694.87
3,98.67,692.66
4,98.8,691.76
5,98.83,690.99
6,99.01,690.37
7,98.24,689.68
8,99.16,689.49
9,99.18,689.16
10,99.12,688.71
11,98.72,688.91
12,99.26,688.65
13,98.82,688.19
14,99.05,688.12
15,99.3,687.81
16,99.19,687.52
17,99.13,687.78
18,99.24,687.7
19,99.37,687.61
20,99.43,687.35
21,99.33,687.72
22,99.34,687.58
23,99.41,687.23
24,99.4,687.28
25,99.4,687.42
26,99.26,687.21
27,99.14,686.98
28,99.38,687.42
29,99.4,687.37
30,99.41,687.1
31,99.38,686.9
32,99.36,686.87
33,99.44,687.06
34,99.47,686.71
35,99.32,687.04
36,99.57,686.44
37,99.3,686.86
38,99.3,687.15
39,99.39,687.01
