epoch,training_acc,training_loss
0,95.5,759.76
1,97.13,700.49
2,98.07,695.52
3,98.15,693.69
4,98.19,692.14
5,98.85,691.47
6,98.7,690.48
7,98.94,690.15
8,99.18,689.48
9,99.22,689.32
10,99.17,689.34
11,99.08,688.5
12,99.17,688.83
13,99.35,688.27
14,98.98,688.2
15,99.34,688.17
16,99.08,687.8
17,98.85,687.76
18,99.29,687.81
19,99.22,688.18
20,99.24,687.73
21,99.43,687.35
22,99.29,687.5
23,99.37,687.25
24,99.3,687.06
25,99.3,687.17
26,99.38,687.21
27,99.38,687.07
28,99.48,687.09
29,99.3,686.99
30,99.34,686.99
31,98.9,687.03
32,99.13,687.13
33,99.36,687.02
34,99.1,686.82
35,99.18,687.01
36,99.62,687.14
37,99.41,686.49
38,99.44,686.83
39,99.38,687.17
