epoch,training_acc,training_loss
0,93.57,759.07
1,97.36,700.97
2,97.9,695.21
3,98.21,693.39
4,98.76,692.32
5,99.05,691.18
6,98.56,690.56
7,99.2,690.13
8,99.28,689.52
9,99.06,689.31
10,99.1,688.83
11,99.12,688.79
12,99.1,688.38
13,99.29,688.23
14,99.24,688.23
15,99.44,687.91
16,99.08,687.73
17,99.32,687.64
18,99.36,687.61
19,99.1,687.3
20,99.35,687.33
21,99.36,687.31
22,99.3,687.32
23,99.31,687.21
24,99.41,687.41
25,99.39,687.52
26,99.36,687.22
27,98.98,687.15
28,99.21,687.2
29,99.33,687.19
30,99.21,687.18
31,99.15,686.87
32,99.36,686.82
33,99.36,686.82
34,99.38,687.1
35,99.32,686.77
36,99.32,687.12
37,98.98,687.05
38,98.83,687.03
39,98.33,687.05
