epoch,training_acc,training_loss
0,95.0,769.63
1,97.59,699.67
2,98.32,695.96
3,98.18,693.52
4,98.29,692.04
5,98.86,691.28
6,98.87,690.41
7,98.76,690.11
8,98.85,689.78
9,98.83,689.27
10,99.24,689.38
11,99.3,688.76
12,99.23,688.58
13,98.84,688.37
14,99.22,688.17
15,99.24,688.31
16,99.16,687.91
17,99.18,687.4
18,99.31,688.04
19,99.34,687.88
20,99.34,687.45
21,99.21,687.71
22,99.32,687.24
23,99.35,687.27
24,99.31,687.37
25,99.41,687.24
26,99.23,686.91
27,99.15,687.09
28,99.19,687.57
29,99.33,687.18
30,99.43,687.26
31,99.43,687.18
32,99.35,686.98
33,99.27,687.11
34,99.31,687.01
35,98.99,687.08
36,99.5,687.09
37,99.37,687.29
38,99.19,686.81
39,99.18,687.09
