epoch,training_acc,training_loss
0,14.31,1531.92
1,19.47,1348.72
2,23.42,1239.42
3,24.98,1144.97
4,27.03,1051.77
5,27.55,950.2
6,28.02,829.84
7,28.81,682.75
8,28.49,505.71
9,28.18,331.66
10,27.81,198.67
11,27.11,133.33
12,27.18,101.48
13,27.17,89.98
14,27.9,78.91
15,28.03,70.24
16,27.85,64.65
17,27.23,59.71
18,26.91,59.2
19,27.65,52.18
20,27.7,45.89
21,27.64,55.74
22,27.62,42.12
23,27.9,44.1
24,27.54,48.61
25,26.92,39.39
26,27.94,41.65
27,27.65,37.42
28,27.46,36.13
29,27.6,34.79
30,28.17,35.96
31,27.19,36.06
32,27.37,29.83
33,27.49,32.09
34,27.72,33.31
35,27.35,31.93
36,27.21,30.68
37,27.29,28.11
38,27.78,30.63
39,27.03,31.5
