epoch,training_acc,training_loss
0,68.96,817.38
1,75.94,746.42
2,84.15,724.46
3,89.66,708.29
4,91.43,698.16
5,91.92,696.04
6,92.97,694.45
7,93.91,693.45
8,93.74,692.26
9,94.04,692.02
10,94.3,691.54
11,94.61,690.88
12,94.41,690.75
13,94.79,691.02
14,94.31,690.53
15,94.67,690.43
16,94.05,690.39
17,94.57,690.26
18,95.1,689.94
19,95.12,689.8
20,94.78,689.82
21,95.72,689.52
22,95.47,689.23
23,95.03,688.9
24,94.82,689.18
25,95.16,688.98
26,95.09,688.92
27,95.33,688.55
28,96.03,688.23
29,95.48,688.08
30,96.04,687.86
31,96.39,687.86
32,95.72,688.05
33,95.44,687.79
34,95.35,687.98
35,95.81,687.82
36,95.94,687.54
37,96.04,687.71
38,95.11,687.67
39,95.96,687.58
