epoch,training_acc,training_loss
0,69.5,822.88
1,78.98,746.95
2,82.94,721.29
3,84.8,714.29
4,89.86,710.51
5,92.0,697.85
6,93.06,695.72
7,93.25,694.13
8,93.58,693.02
9,93.79,692.47
10,93.67,691.94
11,94.52,691.33
12,93.94,690.87
13,94.3,690.83
14,94.45,690.52
15,94.54,690.5
16,94.52,690.21
17,94.78,689.89
18,94.58,690.07
19,95.08,689.79
20,95.72,688.92
21,95.6,688.37
22,94.91,688.16
23,95.65,688.71
24,95.19,688.04
25,95.73,688.26
26,95.5,688.16
27,96.14,687.98
28,95.87,687.68
29,95.82,687.67
30,95.83,688.12
31,96.08,687.71
32,95.72,687.87
33,95.44,687.9
34,96.06,688.0
35,96.08,687.34
36,95.57,687.46
37,95.9,687.47
38,95.98,687.73
39,96.5,687.42
