epoch,training_acc,training_loss
0,66.6,821.41
1,80.69,749.0
2,84.77,720.69
3,90.46,706.64
4,92.17,698.72
5,93.11,696.33
6,93.78,694.99
7,93.64,693.92
8,93.8,693.27
9,93.86,692.58
10,94.57,691.97
11,94.46,691.21
12,94.94,690.89
13,94.36,690.08
14,94.2,690.08
15,95.63,689.11
16,95.82,688.91
17,95.47,689.26
18,94.63,689.16
19,95.68,688.98
20,95.58,688.51
21,95.67,688.62
22,95.21,688.38
23,95.69,688.25
24,95.79,687.84
25,96.27,687.93
26,95.89,687.46
27,96.16,687.73
28,95.85,687.95
29,96.14,687.31
30,95.0,688.13
31,95.22,688.16
32,96.33,687.7
33,95.87,687.49
34,95.9,687.58
35,95.74,687.45
36,96.25,687.0
37,94.97,687.66
38,95.69,687.58
39,95.12,687.11
