epoch,training_acc,training_loss
0,72.16,804.25
1,82.2,735.77
2,85.8,717.36
3,86.34,712.97
4,91.62,703.46
5,93.49,696.19
6,93.39,694.78
7,93.2,693.43
8,93.65,693.41
9,94.24,692.49
10,93.91,691.83
11,93.29,691.82
12,94.79,691.15
13,94.71,690.79
14,94.48,690.88
15,94.48,690.06
16,95.33,689.58
17,95.25,689.1
18,95.55,689.16
19,95.44,689.05
