epoch,training_acc,training_loss
0,38.17,838.86
1,43.74,799.54
2,47.52,783.1
3,49.77,769.42
4,52.18,756.02
5,54.06,744.63
6,53.8,735.01
7,58.48,728.39
8,60.22,719.23
9,61.01,710.57
10,61.39,703.23
11,62.27,697.7
12,64.05,689.05
13,65.27,683.58
14,64.83,677.1
15,67.08,671.15
16,67.21,665.24
17,67.47,659.27
18,66.27,654.51
19,68.54,650.16
