epoch,training_acc,training_loss
0,80.16,813.7
1,82.52,767.38
2,84.73,756.7
3,85.22,749.15
4,85.24,744.25
5,88.37,739.97
6,87.99,736.83
7,88.22,733.57
8,89.02,730.93
9,89.94,729.15
10,90.75,727.08
11,89.9,725.78
12,89.91,724.27
13,90.4,723.41
14,89.43,721.82
15,88.28,720.63
16,90.79,719.88
17,90.89,718.6
18,91.32,717.13
19,91.24,716.31
