epoch,training_acc,training_loss
0,72.36,843.83
1,76.19,800.37
2,83.32,774.08
3,84.52,757.41
4,86.15,749.88
5,85.4,745.4
6,87.29,742.07
7,88.04,738.37
8,88.25,736.34
9,88.82,734.28
10,89.08,732.07
11,88.69,729.63
12,89.68,728.26
13,89.54,726.6
14,89.53,725.95
15,89.82,723.87
16,90.22,722.61
17,90.78,721.85
18,90.44,720.57
19,90.79,719.73
