epoch,training_acc,training_loss
0,79.32,813.91
1,83.97,766.81
2,85.21,755.53
3,86.38,748.57
4,86.87,743.72
5,87.78,738.91
6,88.96,735.54
7,89.04,732.22
8,89.64,730.17
9,90.2,728.17
10,90.19,726.92
11,89.22,724.74
12,90.75,724.2
13,90.52,722.76
14,90.36,721.2
15,89.89,720.32
16,91.12,718.68
17,91.41,717.76
18,91.34,716.81
19,91.61,716.13
