epoch,training_acc,training_loss
0,40.18,833.86
1,42.72,793.26
2,45.82,775.33
3,51.55,761.59
4,53.31,750.81
5,53.88,741.79
6,57.03,733.44
7,57.36,724.99
8,59.21,718.35
9,60.13,710.55
10,59.52,703.58
11,61.71,696.43
12,62.84,690.53
13,62.7,683.21
14,63.75,677.46
15,64.22,671.03
16,64.56,665.19
17,65.65,659.27
18,65.94,654.82
19,66.95,650.18
