epoch,training_acc,training_loss
0,96.45,739.18
1,97.1,699.82
2,98.22,696.0
3,97.61,694.0
4,98.51,692.48
5,98.18,691.77
6,98.7,691.07
7,98.71,690.56
8,98.72,689.77
9,98.78,689.68
10,98.31,689.36
11,98.68,689.45
12,98.92,689.03
13,98.58,688.63
14,98.85,688.56
15,98.98,688.58
16,98.12,688.33
17,99.07,688.33
18,98.67,687.85
19,98.95,688.32
