epoch,training_acc,training_loss
0,71.75,791.35
1,82.03,730.59
2,85.44,716.86
3,90.98,702.29
4,91.94,697.55
5,93.33,695.58
6,93.61,694.26
7,94.06,693.26
8,94.41,692.7
9,94.19,692.28
10,93.45,691.87
11,94.97,691.13
12,94.81,691.07
13,94.59,690.86
14,94.97,690.66
15,95.23,690.44
16,95.47,690.24
17,94.95,689.57
18,95.47,689.43
19,95.78,688.98
