epoch,training_acc,training_loss
0,87.3,789.4
1,97.05,708.91
2,97.89,697.85
3,98.22,695.09
4,98.25,693.46
5,98.21,692.05
6,98.66,691.28
7,98.46,690.35
8,98.53,690.14
9,98.38,690.02
10,98.66,689.46
11,98.91,689.16
12,98.71,688.71
13,98.91,688.74
14,98.99,688.65
15,98.77,688.54
16,98.98,688.24
17,98.83,687.94
18,98.72,687.95
19,99.0,688.38
