epoch,training_acc,training_loss
0,37.66,836.44
1,42.81,797.29
2,45.32,778.44
3,49.07,764.36
4,51.59,754.08
5,53.36,744.29
6,55.5,735.68
7,57.44,728.01
8,57.74,720.48
9,60.08,712.3
10,60.67,705.65
11,60.88,699.06
12,61.85,692.72
13,62.49,686.07
14,62.73,679.55
15,61.68,674.23
16,63.42,668.01
17,64.63,662.22
18,63.58,657.2
19,64.78,652.89
