epoch,training_acc,training_loss
0,69.5,791.11
1,77.17,727.69
2,85.45,715.98
3,91.03,708.85
4,92.61,697.32
5,93.71,695.78
6,93.84,694.35
7,93.77,693.65
8,93.72,693.06
9,93.92,692.23
10,94.63,691.98
11,93.78,691.54
12,94.24,691.2
13,94.61,690.68
14,94.71,690.48
15,93.77,690.5
16,94.83,690.13
17,94.99,690.2
18,95.22,689.66
19,94.5,689.78
