epoch,training_acc,training_loss
0,33.72,851.01
1,41.13,813.36
2,44.27,793.84
3,48.15,779.62
4,50.54,767.69
5,52.64,757.68
6,52.89,746.58
7,55.79,738.73
8,57.98,730.04
9,59.1,720.93
10,59.86,713.67
11,61.58,707.02
12,61.41,698.89
13,62.21,693.65
14,63.28,686.15
15,64.58,679.61
16,65.66,674.01
17,64.93,668.65
18,66.19,663.47
19,66.45,658.38
