epoch,training_acc,training_loss
0,68.42,819.92
1,75.44,750.42
2,82.92,726.76
3,83.54,718.67
4,90.79,705.25
5,92.39,697.07
6,92.43,695.16
7,92.61,694.0
8,94.03,692.71
9,94.28,691.5
10,93.74,691.73
11,94.47,691.44
12,94.78,690.18
13,95.17,689.97
14,95.46,689.3
15,95.61,689.35
16,94.92,688.67
17,95.83,689.11
18,96.24,688.35
19,96.14,688.57
