epoch,training_acc,training_loss
0,95.9,778.9
1,98.32,698.49
2,98.44,694.32
3,98.6,692.75
4,98.78,691.19
5,99.03,690.75
6,98.65,689.95
7,99.18,689.84
8,99.21,689.07
9,99.11,688.89
10,99.31,688.84
11,99.35,688.77
12,99.33,688.2
13,99.28,688.22
14,99.27,687.93
15,99.33,687.92
16,99.26,687.76
17,99.38,687.51
18,99.08,687.72
19,99.38,687.71
