epoch,training_acc,training_loss
0,87.79,794.24
1,96.87,702.56
2,98.55,694.89
3,98.13,693.23
4,98.76,692.12
5,98.69,691.57
6,98.59,690.53
7,99.14,690.27
8,98.4,689.83
9,98.95,689.63
10,98.96,689.45
11,99.03,689.23
12,99.24,688.9
13,99.0,688.76
14,99.44,688.47
15,99.36,688.16
16,99.43,688.27
17,99.46,688.15
18,99.27,688.06
19,99.42,687.76
