epoch,training_acc,training_loss
0,86.82,804.83
1,95.07,737.13
2,97.82,698.67
3,98.08,695.44
4,98.2,693.23
5,98.24,692.07
6,98.44,691.67
7,98.34,690.83
8,98.59,690.51
9,98.63,690.01
10,98.85,689.39
11,98.82,689.44
12,98.82,689.0
13,98.85,688.92
14,98.92,689.2
15,98.87,688.67
16,98.81,688.4
17,98.77,688.6
18,98.89,688.19
19,98.75,687.98
