epoch,training_acc,training_loss
0,96.3,743.57
1,97.45,700.94
2,98.0,696.68
3,98.13,694.52
4,98.24,692.8
5,98.56,691.75
6,98.56,691.27
7,98.64,690.64
8,98.64,690.07
9,98.67,690.0
10,98.78,689.72
11,98.85,689.29
12,98.6,689.11
13,98.63,688.71
14,98.9,688.75
15,98.93,688.66
16,99.01,688.4
17,98.96,688.24
18,98.87,688.08
19,98.65,688.23
