epoch,training_acc,training_loss
0,74.54,841.67
1,76.77,794.96
2,78.93,783.65
3,80.71,776.49
4,80.59,771.82
5,87.86,746.95
6,88.98,736.86
7,89.2,733.7
8,88.22,730.99
9,89.18,728.53
10,90.3,727.62
11,90.3,725.94
12,90.41,724.23
13,90.58,723.17
14,90.82,722.09
15,91.15,720.43
16,91.03,719.47
17,91.11,718.44
18,91.01,717.98
19,91.49,716.77
