epoch,training_acc,training_loss
0,95.06,754.76
1,97.28,700.6
2,97.91,695.9
3,98.4,693.86
4,98.57,692.46
5,98.65,691.55
6,98.57,690.84
7,99.0,689.82
8,99.03,689.74
9,99.02,689.33
10,99.04,689.17
11,99.21,688.54
12,99.07,689.0
13,99.36,688.7
14,99.33,688.18
15,99.35,688.02
16,99.25,687.86
17,98.8,687.79
18,98.89,687.74
19,99.24,687.98
