epoch,training_acc,training_loss
0,68.68,816.58
1,78.58,747.68
2,83.81,725.22
3,85.38,714.08
4,87.32,710.41
5,92.37,697.68
6,93.6,695.18
7,92.88,694.05
8,93.35,693.01
9,93.91,692.95
10,94.02,692.04
11,94.37,691.39
12,94.18,691.59
13,94.54,691.08
14,94.21,690.58
15,94.42,690.82
16,94.64,690.18
17,94.85,689.92
18,94.94,689.93
19,95.36,690.36
