epoch,training_acc,training_loss
0,31.34,859.29
1,38.14,825.59
2,43.22,800.53
3,48.15,782.63
4,49.01,767.29
5,53.32,756.39
6,53.89,746.26
7,56.68,737.85
8,57.71,730.26
9,59.48,721.89
10,61.18,714.44
11,61.18,707.4
12,63.06,700.36
13,63.05,692.78
14,63.68,686.82
15,63.73,680.53
16,64.27,675.56
17,64.03,669.15
18,65.78,663.11
19,65.85,659.68
20,64.8,653.44
21,66.07,650.67
22,67.4,646.4
23,66.78,641.73
24,67.7,639.42
25,67.32,635.71
26,67.23,632.92
27,67.69,630.76
28,66.84,629.14
29,67.5,626.96
30,67.65,625.22
31,67.86,624.7
32,67.94,622.12
33,67.98,620.36
34,67.99,619.76
35,68.31,618.62
36,68.18,617.23
37,68.77,617.02
38,68.91,615.92
39,68.46,613.93
