epoch,training_acc,training_loss
0,29.25,857.33
1,38.91,823.68
2,41.19,806.19
3,42.17,792.64
4,46.57,783.22
5,48.98,773.1
6,50.7,761.12
7,56.92,743.64
8,57.5,731.77
9,61.28,722.9
10,60.69,716.03
11,62.94,708.76
12,63.31,701.81
13,64.05,695.43
14,65.59,690.88
15,66.78,684.76
16,66.73,679.35
17,67.52,675.13
18,68.33,668.93
19,68.5,664.32
20,68.63,659.78
21,69.41,656.22
22,69.6,650.9
23,69.66,647.04
24,70.51,643.82
25,71.44,640.66
26,70.72,636.78
27,70.93,634.09
28,71.24,631.72
29,71.64,630.78
30,71.16,627.49
31,71.76,625.86
32,71.98,623.49
33,71.93,621.75
34,71.69,621.18
35,71.7,619.13
36,71.54,618.7
37,72.29,616.73
38,71.65,616.15
39,72.2,614.55
