epoch,training_acc,training_loss
0,30.96,858.82
1,39.39,823.75
2,43.38,803.04
3,46.56,787.41
4,51.19,771.94
5,54.09,758.33
6,55.8,748.95
7,56.76,738.86
8,59.08,730.1
9,58.75,722.35
10,61.26,716.44
11,63.24,708.63
12,63.87,701.06
13,63.09,695.76
14,65.58,689.83
15,66.2,683.92
16,66.15,678.03
17,67.06,673.65
18,67.36,668.71
19,69.19,663.96
20,68.47,659.04
21,69.62,654.64
22,69.61,650.45
23,71.09,646.26
24,69.49,642.95
25,70.68,638.26
26,70.84,635.31
27,71.34,632.67
28,71.14,629.64
29,70.82,627.8
30,70.9,625.7
31,72.6,622.85
32,72.12,621.51
33,71.96,619.39
34,71.38,617.98
35,72.01,617.31
36,72.26,615.62
37,71.94,614.12
38,72.99,613.28
39,73.1,612.03
