epoch,training_acc,training_loss
0,34.21,854.43
1,41.95,811.0
2,43.62,791.0
3,48.39,778.22
4,49.83,766.31
5,51.48,756.05
6,54.98,744.87
7,56.73,736.36
8,59.37,728.98
9,58.77,721.28
10,61.57,713.29
11,62.2,706.74
12,62.49,701.42
13,61.39,694.52
14,63.55,688.98
15,64.53,682.6
16,64.79,676.66
17,66.71,671.54
18,66.68,666.1
19,67.53,661.42
20,67.9,656.9
21,66.09,652.04
22,68.44,648.63
23,68.34,645.55
24,68.7,641.62
25,69.1,638.97
26,68.83,635.67
27,69.45,632.91
28,69.23,629.63
29,68.6,626.93
30,69.38,625.81
31,68.71,625.05
32,69.57,622.72
33,69.56,620.97
34,69.14,619.74
35,69.77,618.24
36,69.81,617.71
37,70.58,615.84
38,68.96,615.33
39,69.91,615.05
