epoch,training_acc,training_loss,L2
0,74.6,839.56,852.0
1,81.43,779.71,885.0
2,83.32,761.2,908.0
3,85.34,754.05,931.0
4,86.03,748.43,951.0
5,86.33,745.53,972.0
6,87.49,741.48,993.0
7,88.24,739.42,1015.0
8,88.82,736.49,1036.0
9,88.56,733.94,1056.0
10,89.03,732.07,1076.0
11,89.49,730.77,1095.0
12,89.75,728.53,1115.0
13,89.22,726.57,1136.0
14,89.86,727.18,1158.0
15,90.01,725.46,1179.0
16,90.16,723.94,1201.0
17,90.08,723.06,1223.0
18,90.58,722.0,1245.0
19,90.24,722.28,1267.0
20,90.21,720.62,1289.0
21,90.88,719.49,1312.0
22,90.86,718.86,1336.0
23,90.54,717.27,1360.0
24,91.36,717.58,1383.0
25,90.77,716.9,1406.0
26,90.3,715.81,1429.0
27,91.27,715.56,1453.0
28,91.3,713.83,1475.0
29,91.37,712.8,1497.0
30,91.27,712.63,1522.0
31,91.49,711.69,1546.0
32,91.81,711.06,1570.0
33,91.67,709.88,1593.0
34,91.4,709.43,1616.0
35,91.51,708.95,1639.0
36,91.73,708.18,1663.0
37,91.39,707.56,1687.0
38,91.66,707.27,1710.0
39,91.75,706.75,1734.0
