epoch,training_acc,training_loss
0,72.76,792.0
1,82.72,728.71
2,83.94,715.73
3,92.15,701.5
4,93.06,696.8
5,92.46,695.11
6,94.08,693.68
7,94.47,692.7
8,94.37,692.08
9,94.87,691.11
10,95.32,690.84
11,94.88,689.96
12,94.93,689.57
13,95.55,689.44
14,95.35,689.24
15,95.84,688.85
16,96.06,688.84
17,95.29,688.48
18,96.27,688.52
19,96.05,688.45
20,95.89,688.37
21,95.98,688.16
22,95.76,688.23
23,95.34,687.95
24,96.06,687.74
25,96.29,687.59
26,96.17,687.85
27,96.44,687.26
28,96.04,687.81
29,95.77,687.6
30,96.62,687.51
31,95.95,687.44
32,95.38,687.49
33,96.01,687.64
34,96.32,687.99
35,96.02,687.09
36,96.55,687.23
37,96.53,687.57
38,95.97,687.73
39,95.41,687.11
