epoch,training_acc,training_loss
0,73.3,793.41
1,78.83,731.77
2,90.74,715.09
3,91.49,699.77
4,92.81,696.8
5,93.48,694.93
6,93.91,693.8
7,94.43,692.61
8,93.54,692.12
9,94.8,691.44
10,94.67,690.7
11,95.3,690.02
12,95.45,689.66
13,95.89,689.36
14,95.35,688.92
15,95.61,688.74
16,95.56,688.38
17,96.06,688.41
18,96.01,688.49
19,95.66,688.08
20,94.9,688.4
21,96.14,687.85
22,95.19,687.79
23,96.45,687.94
24,96.12,687.62
25,96.04,687.87
26,95.88,687.91
27,95.91,687.54
28,96.1,687.48
29,96.4,687.43
30,95.79,687.42
31,96.15,687.32
32,95.28,687.61
33,95.99,687.68
34,96.52,687.32
35,96.51,687.58
36,95.98,687.59
37,96.5,687.26
38,95.86,687.3
39,96.6,687.27
