epoch,training_acc,training_loss
0,74.21,787.23
1,82.19,726.82
2,85.03,715.97
3,92.5,708.71
4,92.68,697.77
5,93.09,695.26
6,93.72,693.83
7,93.43,692.7
8,94.36,692.61
9,94.47,691.98
10,94.75,691.65
11,95.08,691.05
12,94.54,690.87
13,95.29,690.28
14,95.55,689.63
15,95.78,689.13
16,94.98,688.79
17,96.11,688.64
18,95.39,688.72
19,95.66,688.76
20,95.94,688.61
21,95.37,688.65
22,95.56,688.29
23,95.96,688.03
24,95.73,688.11
25,95.29,687.85
26,96.24,687.72
27,96.14,687.77
28,96.01,687.5
29,96.2,687.63
30,95.97,687.51
31,96.62,687.49
32,95.58,687.42
33,96.12,687.4
34,95.59,687.54
35,95.7,687.27
36,96.64,687.54
37,96.42,687.28
38,96.23,687.27
39,96.09,687.36
