epoch,training_acc,training_loss
0,71.92,796.75
1,82.64,734.05
2,88.61,715.1
3,91.95,699.82
4,91.39,696.8
5,93.76,695.2
6,94.04,694.01
7,94.36,693.22
8,94.74,692.11
9,94.59,691.49
10,94.26,690.41
11,95.13,690.14
12,94.82,689.79
13,94.96,689.51
14,95.62,689.35
15,95.47,689.09
16,95.83,688.82
17,95.34,688.86
18,95.44,688.88
19,95.83,688.63
20,95.98,688.4
21,95.69,688.35
22,95.92,688.12
23,96.24,688.1
24,96.26,687.8
25,96.3,687.81
26,96.11,687.61
27,96.11,687.78
28,94.41,687.48
29,96.11,687.44
30,95.95,687.72
31,96.29,687.52
32,96.32,687.22
33,96.08,687.61
34,96.55,687.26
35,96.22,687.27
36,96.4,686.99
37,96.14,687.35
38,95.92,687.28
39,96.43,687.31
