epoch,training_acc,training_loss,L2
0,5.08,1794.76,863.0
1,6.0,1787.84,875.0
2,6.58,1784.73,886.0
3,7.55,1782.85,896.0
4,8.26,1780.17,906.0
5,8.44,1778.04,916.0
6,9.27,1775.78,926.0
7,9.8,1773.95,934.0
8,10.05,1772.6,943.0
9,10.32,1771.17,952.0
10,10.29,1769.86,960.0
11,10.87,1768.61,968.0
12,11.71,1767.12,977.0
13,11.96,1765.35,985.0
14,10.96,1763.93,994.0
15,11.91,1762.84,1003.0
16,12.18,1761.53,1011.0
17,12.53,1760.54,1020.0
18,12.86,1759.02,1028.0
19,12.92,1757.84,1037.0
20,13.27,1756.58,1045.0
21,13.19,1755.19,1053.0
22,13.59,1753.74,1062.0
23,13.51,1752.64,1071.0
24,13.6,1751.44,1079.0
25,13.85,1750.1,1088.0
26,14.22,1748.86,1096.0
27,14.08,1747.65,1105.0
28,14.42,1746.29,1113.0
29,14.27,1745.98,1120.0
30,14.39,1744.78,1128.0
31,14.41,1743.58,1136.0
32,14.16,1742.86,1144.0
33,14.61,1741.66,1151.0
34,14.83,1740.61,1159.0
35,14.66,1739.98,1166.0
36,15.23,1738.71,1174.0
37,15.05,1737.97,1182.0
38,14.83,1737.14,1189.0
39,15.25,1736.33,1196.0
40,14.7,1735.81,1204.0
41,15.31,1734.97,1211.0
42,15.29,1734.37,1218.0
43,15.4,1733.35,1225.0
44,15.02,1732.87,1231.0
45,15.33,1732.59,1238.0
46,15.17,1732.24,1245.0
47,14.87,1731.31,1251.0
48,15.38,1731.0,1258.0
49,15.4,1730.65,1264.0
50,15.75,1730.51,1271.0
51,15.72,1729.18,1277.0
52,15.4,1729.68,1283.0
53,15.95,1728.72,1289.0
54,15.75,1728.28,1296.0
55,15.65,1727.54,1302.0
56,15.67,1727.15,1308.0
57,15.42,1727.11,1314.0
58,16.01,1726.59,1321.0
59,15.68,1726.38,1327.0
60,15.77,1725.59,1332.0
61,15.57,1724.81,1338.0
62,15.84,1724.8,1344.0
63,15.86,1724.28,1349.0
64,14.9,1724.3,1355.0
65,15.53,1723.8,1361.0
66,15.96,1723.23,1367.0
67,15.5,1722.86,1373.0
68,16.02,1722.57,1378.0
69,15.72,1722.51,1384.0
70,15.52,1721.8,1390.0
71,16.13,1721.56,1395.0
72,16.02,1721.25,1401.0
73,16.03,1720.92,1407.0
74,15.7,1720.36,1412.0
75,16.27,1720.42,1417.0
76,15.74,1720.0,1423.0
77,15.85,1719.82,1429.0
78,15.88,1719.27,1433.0
79,16.14,1719.4,1439.0
80,15.98,1718.88,1444.0
81,15.99,1718.57,1449.0
82,16.17,1718.31,1454.0
83,16.18,1718.21,1460.0
84,15.72,1717.51,1464.0
85,15.75,1717.68,1469.0
86,15.98,1717.29,1475.0
87,15.85,1717.1,1480.0
88,16.17,1716.97,1485.0
89,16.15,1716.67,1490.0
90,16.12,1716.52,1495.0
91,15.93,1716.25,1500.0
92,16.08,1716.25,1506.0
93,15.51,1715.98,1511.0
94,15.96,1715.55,1516.0
95,16.28,1715.31,1521.0
96,15.77,1715.01,1525.0
97,16.14,1714.91,1531.0
98,16.23,1715.02,1536.0
99,16.02,1714.51,1540.0
