epoch,training_acc,training_loss,L2
0,3.59,1795.65,857.0
1,5.29,1791.26,869.0
2,6.0,1787.97,882.0
3,7.18,1784.65,892.0
4,8.18,1782.58,901.0
5,8.46,1780.92,910.0
6,8.81,1779.45,919.0
7,9.44,1777.81,927.0
8,9.22,1776.55,934.0
9,9.46,1775.05,941.0
10,10.01,1774.36,948.0
11,10.22,1773.38,956.0
12,10.26,1772.56,963.0
13,10.09,1771.72,970.0
14,11.28,1770.43,977.0
15,10.96,1770.23,984.0
16,11.02,1769.35,991.0
17,10.74,1768.43,998.0
18,11.04,1767.6,1005.0
19,11.43,1766.5,1012.0
20,11.5,1765.94,1019.0
21,11.77,1765.26,1026.0
22,11.82,1764.11,1033.0
23,12.15,1763.2,1041.0
24,12.67,1762.29,1048.0
25,12.47,1761.27,1056.0
26,12.87,1759.81,1063.0
27,12.78,1759.15,1071.0
28,12.46,1757.81,1079.0
29,13.26,1757.21,1086.0
30,13.38,1756.51,1094.0
31,13.71,1755.65,1101.0
32,13.5,1754.61,1109.0
33,13.58,1753.31,1116.0
34,13.16,1752.29,1124.0
35,13.77,1751.35,1131.0
36,13.42,1750.54,1139.0
37,14.3,1749.56,1146.0
38,14.51,1748.91,1154.0
39,14.39,1747.16,1161.0
40,14.27,1746.64,1169.0
41,14.1,1745.55,1176.0
42,14.59,1745.05,1184.0
43,14.51,1744.11,1191.0
44,14.67,1742.85,1198.0
45,14.89,1742.25,1205.0
46,14.89,1741.54,1212.0
47,14.96,1740.98,1219.0
48,15.29,1740.09,1226.0
49,15.19,1739.3,1233.0
50,15.07,1738.14,1240.0
51,15.19,1737.99,1247.0
52,15.19,1737.17,1254.0
53,15.33,1735.88,1261.0
54,15.49,1735.26,1267.0
55,14.84,1734.57,1274.0
56,15.7,1734.15,1281.0
57,15.32,1733.27,1288.0
58,16.09,1732.58,1295.0
59,15.84,1731.86,1301.0
60,16.11,1731.41,1308.0
61,15.94,1730.79,1314.0
62,16.0,1729.73,1321.0
63,16.17,1729.32,1328.0
64,15.83,1729.0,1334.0
65,15.98,1728.89,1340.0
66,16.06,1728.06,1346.0
67,15.88,1727.71,1352.0
68,15.98,1726.9,1358.0
69,16.36,1727.0,1365.0
70,16.37,1726.66,1371.0
71,16.55,1726.03,1377.0
72,16.37,1725.44,1383.0
73,16.57,1725.13,1389.0
74,16.52,1724.51,1395.0
75,16.2,1724.32,1401.0
76,16.45,1723.56,1407.0
77,16.35,1723.39,1412.0
78,16.38,1722.63,1418.0
79,16.55,1722.7,1424.0
80,16.33,1721.82,1430.0
81,16.19,1721.68,1436.0
82,16.6,1721.69,1442.0
83,16.84,1720.63,1447.0
84,16.42,1720.44,1453.0
85,16.92,1720.11,1459.0
86,16.79,1719.7,1465.0
87,16.8,1719.38,1470.0
88,16.76,1719.27,1476.0
89,16.95,1718.66,1481.0
90,16.9,1718.45,1486.0
91,16.93,1717.97,1492.0
92,17.16,1717.78,1497.0
93,17.04,1717.06,1503.0
94,16.94,1716.8,1509.0
95,16.71,1716.51,1514.0
96,17.44,1716.22,1519.0
97,17.04,1715.93,1524.0
98,16.37,1715.62,1530.0
99,17.25,1715.32,1535.0
