epoch,training_acc,training_loss,L2
0,3.86,1795.16,860.0
1,4.96,1789.87,874.0
2,6.4,1786.09,885.0
3,6.84,1783.68,895.0
4,7.62,1782.06,904.0
5,7.76,1780.51,913.0
6,8.44,1779.39,921.0
7,8.34,1778.12,929.0
8,8.92,1776.7,938.0
9,8.84,1776.1,946.0
10,9.33,1774.88,954.0
11,9.89,1773.88,962.0
12,9.76,1773.02,970.0
13,10.1,1771.93,977.0
14,8.92,1770.69,985.0
15,10.27,1769.6,993.0
16,10.74,1768.78,1000.0
17,11.01,1767.93,1008.0
18,11.01,1766.94,1015.0
19,11.62,1765.86,1023.0
20,11.3,1764.96,1030.0
21,11.7,1763.94,1039.0
22,11.65,1762.79,1047.0
23,11.76,1762.1,1054.0
24,11.63,1760.96,1062.0
25,11.97,1759.87,1070.0
26,12.19,1758.86,1077.0
27,12.14,1757.73,1085.0
28,11.9,1756.56,1093.0
29,12.25,1755.82,1101.0
30,12.55,1755.08,1108.0
31,12.81,1754.08,1116.0
32,12.69,1753.16,1124.0
33,12.68,1752.01,1132.0
34,12.99,1750.94,1139.0
35,13.17,1750.07,1146.0
36,13.08,1749.0,1154.0
37,13.24,1748.35,1162.0
38,13.58,1747.26,1169.0
39,13.02,1746.13,1176.0
40,13.17,1745.99,1184.0
41,13.47,1745.07,1191.0
42,13.56,1744.28,1198.0
43,13.56,1743.67,1205.0
44,13.74,1742.97,1212.0
45,13.59,1742.5,1219.0
46,13.21,1741.8,1226.0
47,13.66,1741.21,1232.0
48,13.84,1740.97,1239.0
49,14.05,1740.48,1245.0
50,13.74,1739.83,1252.0
51,13.81,1739.14,1259.0
52,13.9,1738.79,1265.0
53,14.17,1737.94,1272.0
54,13.97,1737.53,1278.0
55,14.24,1737.46,1284.0
56,13.77,1736.52,1291.0
57,13.98,1736.49,1297.0
58,14.08,1735.66,1303.0
59,13.97,1735.41,1309.0
60,14.0,1735.25,1315.0
61,13.95,1734.53,1321.0
62,13.96,1734.25,1327.0
63,14.09,1733.88,1333.0
64,13.81,1733.19,1339.0
65,14.55,1732.7,1345.0
66,14.45,1732.16,1351.0
67,14.35,1732.0,1357.0
68,14.31,1730.97,1363.0
69,14.39,1730.39,1368.0
70,14.65,1729.79,1374.0
71,14.41,1729.29,1380.0
72,14.57,1728.9,1386.0
73,14.75,1728.41,1392.0
74,15.08,1727.62,1397.0
75,14.97,1727.0,1403.0
76,14.44,1726.95,1408.0
77,15.02,1726.22,1414.0
78,14.81,1725.75,1420.0
79,14.68,1725.67,1425.0
80,14.71,1725.16,1430.0
81,14.97,1725.04,1436.0
82,14.66,1724.59,1441.0
83,14.94,1724.19,1447.0
84,14.95,1723.82,1452.0
85,15.32,1723.56,1457.0
86,15.11,1723.06,1463.0
87,15.43,1722.57,1468.0
88,15.16,1722.88,1474.0
89,14.91,1722.35,1479.0
90,15.17,1721.93,1483.0
91,15.02,1721.83,1488.0
92,15.27,1721.72,1493.0
93,15.27,1721.23,1498.0
94,15.2,1721.07,1503.0
95,15.23,1720.85,1508.0
96,15.5,1720.59,1513.0
97,15.32,1720.39,1518.0
98,15.42,1720.29,1523.0
99,15.38,1719.99,1527.0
