epoch,training_acc,training_loss,L2
0,4.59,1794.62,863.0
1,6.6,1788.15,875.0
2,6.15,1784.77,887.0
3,7.26,1782.41,897.0
4,8.01,1781.22,906.0
5,7.99,1779.87,916.0
6,8.33,1778.29,924.0
7,8.87,1777.67,933.0
8,9.13,1776.37,942.0
9,9.9,1775.33,951.0
10,9.74,1774.34,959.0
11,9.67,1773.67,968.0
12,10.2,1771.71,977.0
13,10.17,1770.66,986.0
14,10.77,1769.44,995.0
15,10.81,1768.22,1003.0
16,11.05,1767.05,1012.0
17,10.91,1766.65,1020.0
18,10.57,1765.78,1028.0
19,11.46,1764.3,1037.0
20,11.37,1763.76,1045.0
21,11.61,1763.1,1054.0
22,12.02,1761.97,1062.0
23,12.17,1761.2,1070.0
24,12.21,1759.76,1078.0
25,12.21,1759.04,1086.0
26,12.54,1757.99,1094.0
27,12.23,1757.11,1102.0
28,12.53,1756.37,1110.0
29,12.5,1755.7,1118.0
30,12.12,1754.51,1126.0
31,13.03,1753.55,1133.0
32,13.05,1752.53,1141.0
33,12.7,1751.81,1149.0
34,12.82,1751.27,1157.0
35,13.01,1750.42,1164.0
36,13.12,1749.45,1171.0
37,13.09,1749.0,1179.0
38,12.93,1748.34,1187.0
39,13.07,1747.35,1194.0
40,13.09,1747.21,1201.0
41,13.37,1746.35,1208.0
42,13.2,1746.0,1215.0
43,13.21,1745.28,1222.0
44,13.37,1744.46,1229.0
45,13.15,1743.84,1236.0
46,13.62,1743.3,1243.0
47,13.27,1742.48,1250.0
48,13.28,1742.3,1257.0
49,13.62,1741.81,1263.0
50,13.45,1740.87,1270.0
51,13.7,1740.65,1277.0
52,13.83,1739.57,1283.0
53,13.67,1739.38,1290.0
54,14.23,1739.33,1296.0
55,14.21,1738.48,1302.0
56,13.87,1737.92,1309.0
57,13.98,1737.63,1315.0
58,13.83,1737.13,1321.0
59,13.99,1736.35,1327.0
60,14.19,1736.31,1333.0
61,13.96,1735.86,1340.0
62,14.15,1735.14,1346.0
63,14.37,1734.92,1352.0
64,13.94,1734.59,1358.0
65,14.31,1734.02,1364.0
66,14.25,1733.78,1370.0
67,14.03,1733.5,1376.0
68,14.35,1732.98,1382.0
69,14.58,1732.8,1387.0
70,14.04,1732.16,1394.0
71,14.1,1731.84,1399.0
72,14.19,1731.25,1405.0
73,14.37,1730.71,1411.0
74,14.44,1730.64,1417.0
75,14.26,1730.4,1423.0
76,14.53,1729.86,1428.0
77,14.4,1729.73,1434.0
78,14.56,1729.16,1440.0
79,14.3,1728.91,1445.0
80,14.14,1728.6,1450.0
81,14.78,1728.16,1455.0
82,14.58,1728.04,1461.0
83,14.56,1727.5,1466.0
84,14.62,1727.42,1472.0
85,14.46,1726.89,1477.0
86,13.98,1726.53,1482.0
87,14.68,1726.18,1488.0
88,14.56,1725.95,1493.0
89,14.91,1725.62,1498.0
90,14.8,1725.26,1503.0
91,14.91,1724.99,1509.0
92,14.87,1724.38,1514.0
93,14.75,1724.26,1519.0
94,14.9,1723.59,1525.0
95,15.0,1723.49,1530.0
96,15.09,1723.17,1535.0
97,14.77,1722.79,1540.0
98,15.03,1722.44,1544.0
99,14.79,1722.54,1550.0
