epoch,training_acc,training_loss,L2
0,3.9,1795.61,859.0
1,5.74,1790.23,874.0
2,6.88,1786.65,887.0
3,7.74,1782.89,898.0
4,8.01,1780.43,906.0
5,9.16,1778.95,914.0
6,8.56,1777.52,921.0
7,9.54,1776.31,928.0
8,8.93,1775.14,936.0
9,10.17,1773.5,944.0
10,10.2,1772.45,952.0
11,11.02,1771.32,959.0
12,10.95,1769.7,967.0
13,11.34,1768.67,976.0
14,11.5,1767.49,983.0
15,12.3,1765.86,991.0
16,11.91,1764.97,998.0
17,12.57,1763.73,1006.0
18,12.94,1762.8,1014.0
19,12.9,1761.48,1021.0
20,13.33,1760.32,1029.0
21,13.58,1759.38,1037.0
22,13.5,1757.96,1045.0
23,13.37,1757.0,1053.0
24,13.85,1756.01,1061.0
25,13.91,1755.17,1069.0
26,13.77,1753.96,1077.0
27,14.11,1752.96,1085.0
28,14.32,1752.39,1092.0
29,14.49,1750.77,1100.0
30,14.53,1749.72,1108.0
31,14.51,1748.56,1116.0
32,14.8,1747.57,1124.0
33,15.03,1746.61,1132.0
34,14.99,1745.7,1139.0
35,14.92,1744.81,1147.0
36,15.49,1744.16,1155.0
37,15.69,1743.15,1162.0
38,15.63,1742.18,1170.0
39,15.77,1741.16,1177.0
40,15.1,1739.88,1185.0
41,15.53,1739.5,1193.0
42,15.14,1738.41,1200.0
43,15.5,1737.51,1207.0
44,15.6,1736.46,1214.0
45,16.08,1735.97,1221.0
46,16.1,1735.24,1229.0
47,16.35,1734.52,1236.0
48,16.23,1734.02,1243.0
49,16.14,1732.74,1249.0
50,16.81,1732.42,1256.0
51,16.47,1732.08,1263.0
52,16.7,1730.78,1270.0
53,16.29,1730.8,1277.0
54,16.16,1729.93,1284.0
55,16.41,1729.45,1290.0
56,16.91,1729.08,1297.0
57,16.55,1728.56,1303.0
58,17.01,1727.99,1310.0
59,16.12,1727.86,1316.0
60,16.62,1727.03,1322.0
61,16.6,1726.4,1328.0
62,16.71,1725.98,1335.0
63,17.05,1725.44,1341.0
64,16.58,1725.15,1347.0
65,16.05,1724.53,1354.0
66,16.2,1724.26,1360.0
67,17.26,1724.44,1366.0
68,17.29,1723.27,1372.0
69,16.91,1723.27,1378.0
70,17.2,1722.54,1384.0
71,17.4,1722.17,1390.0
72,17.54,1721.66,1396.0
73,17.28,1721.37,1402.0
74,16.87,1720.77,1407.0
75,17.66,1720.65,1413.0
76,17.31,1720.05,1419.0
77,17.36,1719.75,1425.0
78,17.13,1719.45,1430.0
79,17.27,1719.24,1436.0
80,17.55,1718.48,1442.0
81,17.17,1718.63,1447.0
82,17.37,1718.19,1453.0
83,17.51,1717.41,1459.0
84,17.51,1717.54,1465.0
85,17.4,1716.9,1470.0
86,17.79,1716.59,1476.0
87,17.91,1716.36,1481.0
88,17.5,1715.97,1487.0
89,17.54,1715.65,1492.0
90,17.58,1715.38,1497.0
91,17.81,1715.24,1502.0
92,17.85,1714.76,1508.0
93,17.6,1714.86,1514.0
94,17.92,1714.24,1518.0
95,17.51,1713.79,1524.0
96,17.68,1713.39,1529.0
97,17.58,1713.42,1535.0
98,17.9,1713.01,1539.0
99,17.99,1713.03,1545.0
