epoch,training_acc,training_loss,L2
0,3.33,1796.14,861.0
1,5.17,1791.46,880.0
2,6.55,1787.18,892.0
3,6.96,1784.89,901.0
4,7.35,1783.55,910.0
5,7.48,1782.01,918.0
6,5.82,1781.04,926.0
7,8.4,1779.23,934.0
8,8.38,1777.5,942.0
9,9.88,1776.47,950.0
10,9.61,1775.06,958.0
11,10.47,1773.78,967.0
12,9.79,1773.07,975.0
13,9.79,1771.43,983.0
14,10.87,1770.61,990.0
15,11.14,1770.19,998.0
16,11.01,1768.48,1006.0
17,11.48,1767.71,1014.0
18,11.85,1766.96,1022.0
19,12.1,1766.19,1030.0
20,12.58,1764.76,1038.0
21,13.16,1763.53,1046.0
22,13.02,1762.94,1054.0
23,13.31,1761.73,1062.0
24,13.34,1760.82,1070.0
25,14.15,1759.3,1078.0
26,13.79,1757.98,1086.0
27,13.06,1757.16,1094.0
28,14.62,1756.41,1102.0
29,14.6,1755.48,1110.0
30,14.9,1754.05,1118.0
31,15.08,1753.26,1126.0
32,15.01,1752.51,1133.0
33,15.25,1751.84,1141.0
34,15.04,1750.87,1149.0
35,15.59,1749.97,1157.0
36,15.11,1749.19,1165.0
37,15.53,1748.73,1173.0
38,15.5,1747.24,1181.0
39,15.47,1746.55,1189.0
40,15.79,1745.56,1197.0
41,15.47,1745.07,1205.0
42,16.08,1744.0,1212.0
43,15.82,1743.42,1220.0
44,16.11,1742.98,1228.0
45,16.19,1742.02,1236.0
46,16.46,1741.06,1243.0
47,16.41,1740.25,1251.0
48,16.52,1739.92,1259.0
49,15.98,1738.92,1266.0
50,16.48,1738.82,1274.0
51,16.72,1737.6,1281.0
52,16.54,1737.14,1288.0
53,16.5,1736.33,1296.0
54,16.79,1735.76,1303.0
55,17.11,1734.84,1311.0
56,16.85,1734.18,1318.0
57,16.81,1733.64,1325.0
58,17.12,1732.83,1333.0
59,16.84,1732.32,1340.0
60,17.11,1731.74,1347.0
61,17.25,1731.17,1354.0
62,17.28,1730.64,1361.0
63,16.5,1729.93,1368.0
64,16.83,1729.37,1375.0
65,17.49,1729.07,1382.0
66,17.26,1728.83,1389.0
67,17.49,1728.09,1396.0
68,17.1,1727.47,1403.0
69,17.38,1726.71,1409.0
70,17.42,1726.99,1416.0
71,17.55,1725.95,1423.0
72,17.71,1725.15,1429.0
73,17.78,1724.82,1436.0
74,18.19,1723.92,1443.0
75,17.46,1723.2,1449.0
76,17.68,1722.53,1456.0
77,18.1,1722.01,1462.0
78,18.48,1721.59,1469.0
79,18.35,1720.83,1475.0
80,18.44,1720.33,1481.0
81,18.38,1720.11,1487.0
82,18.65,1719.47,1494.0
83,18.42,1719.51,1500.0
84,18.26,1718.79,1506.0
85,18.5,1718.67,1513.0
86,18.8,1718.27,1519.0
87,18.97,1717.64,1525.0
88,18.72,1717.29,1530.0
89,18.81,1716.68,1536.0
90,18.52,1716.29,1543.0
91,18.76,1716.08,1548.0
92,18.95,1715.98,1554.0
93,18.41,1715.36,1560.0
94,19.12,1715.2,1566.0
95,19.21,1714.51,1571.0
96,19.05,1714.47,1577.0
97,19.07,1714.22,1583.0
98,18.98,1714.2,1589.0
99,18.84,1713.7,1595.0
