epoch,training_acc,training_loss,L2
0,3.37,1796.07,861.0
1,4.31,1789.89,878.0
2,6.33,1785.65,889.0
3,7.12,1783.4,898.0
4,7.98,1781.91,907.0
5,8.25,1780.31,915.0
6,9.23,1778.56,923.0
7,9.44,1777.45,932.0
8,9.98,1775.66,940.0
9,10.18,1774.12,948.0
10,10.83,1772.53,956.0
11,10.76,1771.44,964.0
12,11.1,1770.04,972.0
13,11.55,1768.96,979.0
14,11.88,1767.75,987.0
15,12.13,1766.7,995.0
16,11.92,1765.81,1003.0
17,12.48,1764.22,1010.0
18,12.27,1763.07,1018.0
19,12.99,1761.65,1025.0
20,13.54,1760.9,1033.0
21,13.13,1759.48,1041.0
22,13.16,1758.62,1049.0
23,13.77,1757.23,1056.0
24,13.87,1756.49,1064.0
25,14.23,1755.2,1072.0
26,14.38,1753.95,1080.0
27,14.17,1753.21,1087.0
28,14.66,1751.81,1095.0
29,14.31,1751.06,1103.0
30,14.78,1750.03,1110.0
31,15.12,1748.47,1118.0
32,14.86,1747.74,1125.0
33,15.32,1746.42,1133.0
34,15.07,1745.23,1140.0
35,15.12,1744.92,1148.0
36,15.71,1743.11,1155.0
37,15.31,1742.79,1163.0
38,15.88,1741.5,1170.0
39,15.81,1740.3,1177.0
40,15.95,1739.32,1185.0
41,16.12,1738.38,1192.0
42,15.95,1737.76,1200.0
43,15.93,1736.71,1207.0
44,15.84,1736.44,1214.0
45,16.11,1735.31,1221.0
46,16.2,1734.74,1228.0
47,16.04,1734.03,1235.0
48,16.41,1732.91,1241.0
49,15.95,1732.53,1248.0
50,16.1,1731.65,1255.0
51,16.72,1731.24,1262.0
52,15.99,1730.97,1269.0
53,16.74,1730.24,1275.0
54,16.86,1729.66,1281.0
55,16.41,1728.79,1288.0
56,16.66,1728.28,1294.0
57,16.81,1727.5,1300.0
58,17.25,1726.19,1306.0
59,16.5,1725.4,1313.0
60,17.1,1724.55,1319.0
61,17.2,1724.13,1326.0
62,16.98,1723.56,1332.0
63,17.34,1723.36,1337.0
64,17.6,1722.85,1344.0
65,17.35,1722.09,1350.0
66,17.64,1721.86,1355.0
67,17.31,1721.13,1362.0
68,17.91,1720.86,1367.0
69,17.77,1720.52,1373.0
70,17.28,1720.05,1379.0
71,17.66,1719.81,1385.0
72,17.31,1719.24,1390.0
73,17.63,1718.62,1396.0
74,17.32,1718.54,1402.0
75,17.29,1718.26,1407.0
76,17.67,1717.63,1413.0
77,17.58,1717.55,1418.0
78,17.84,1717.03,1424.0
79,17.69,1716.35,1429.0
80,17.92,1716.4,1435.0
81,17.76,1716.09,1440.0
82,17.81,1715.8,1445.0
83,17.92,1715.65,1450.0
84,17.65,1715.25,1455.0
85,17.52,1715.07,1461.0
86,17.61,1714.93,1466.0
87,17.15,1714.57,1471.0
88,17.8,1714.36,1476.0
89,17.72,1714.24,1481.0
90,18.21,1714.02,1486.0
91,18.1,1713.46,1491.0
92,18.09,1713.8,1497.0
93,18.07,1713.21,1502.0
94,18.26,1712.89,1506.0
95,17.85,1712.76,1511.0
96,18.11,1712.55,1517.0
97,18.27,1712.2,1521.0
98,18.27,1712.2,1526.0
99,17.59,1711.9,1531.0
