epoch,training_acc,training_loss,L2
0,4.32,1795.23,861.0
1,5.15,1789.75,873.0
2,6.53,1786.65,884.0
3,7.3,1783.15,896.0
4,8.53,1779.76,905.0
5,8.78,1776.75,914.0
6,9.77,1774.63,922.0
7,9.95,1773.72,930.0
8,9.94,1772.46,938.0
9,10.47,1771.02,946.0
10,10.6,1769.75,954.0
11,10.77,1769.15,962.0
12,11.17,1767.91,970.0
13,11.66,1766.55,978.0
14,12.28,1765.88,986.0
15,11.52,1764.38,994.0
16,12.17,1763.6,1002.0
17,12.46,1762.37,1010.0
18,12.54,1761.0,1018.0
19,12.76,1760.01,1026.0
20,12.94,1759.01,1034.0
21,13.01,1757.62,1042.0
22,12.92,1756.55,1050.0
23,13.03,1755.73,1058.0
24,12.28,1755.24,1066.0
25,13.33,1753.88,1074.0
26,13.3,1752.93,1081.0
27,13.53,1751.78,1089.0
28,13.41,1751.03,1096.0
29,13.57,1750.59,1104.0
30,13.88,1749.55,1111.0
31,14.07,1748.68,1119.0
32,13.74,1747.77,1126.0
33,14.04,1746.64,1133.0
34,14.06,1746.22,1140.0
35,14.26,1745.29,1148.0
36,14.2,1744.45,1155.0
37,14.39,1743.37,1162.0
38,14.01,1742.93,1169.0
39,14.07,1742.06,1176.0
40,14.68,1741.48,1183.0
41,14.75,1740.39,1190.0
42,14.46,1740.31,1197.0
43,14.66,1739.43,1204.0
44,14.87,1738.59,1210.0
45,14.57,1738.32,1217.0
46,14.79,1737.6,1224.0
47,14.56,1736.65,1231.0
48,14.8,1736.58,1237.0
49,14.63,1735.89,1243.0
50,15.01,1735.37,1250.0
51,14.96,1735.3,1256.0
52,14.61,1734.01,1263.0
53,14.86,1734.01,1269.0
54,14.85,1733.37,1275.0
55,14.68,1733.27,1281.0
56,14.81,1732.72,1288.0
57,15.06,1732.7,1293.0
58,14.66,1731.73,1299.0
59,14.96,1731.66,1305.0
60,14.72,1731.0,1311.0
61,14.93,1730.55,1317.0
62,14.92,1730.46,1323.0
63,15.44,1730.05,1329.0
64,15.17,1729.65,1335.0
65,14.82,1729.46,1341.0
66,15.4,1729.22,1346.0
67,15.5,1728.42,1353.0
68,15.22,1728.07,1359.0
69,15.29,1727.7,1364.0
70,15.05,1727.57,1369.0
71,15.17,1727.29,1375.0
72,15.11,1726.57,1381.0
73,15.29,1726.31,1386.0
74,15.19,1726.22,1391.0
75,15.21,1725.82,1397.0
76,15.32,1725.85,1402.0
77,15.34,1725.21,1407.0
78,15.42,1725.4,1413.0
79,15.25,1724.44,1418.0
80,15.3,1724.9,1423.0
81,15.03,1724.32,1429.0
82,15.69,1723.6,1435.0
83,15.45,1723.5,1440.0
84,15.28,1723.42,1446.0
85,15.59,1722.88,1451.0
86,15.39,1722.68,1456.0
87,15.3,1722.52,1461.0
88,14.99,1722.35,1466.0
89,15.62,1721.95,1471.0
90,15.53,1721.85,1477.0
91,15.6,1721.22,1481.0
92,15.66,1721.22,1486.0
93,15.72,1720.92,1492.0
94,15.34,1720.73,1496.0
95,15.86,1720.59,1501.0
96,15.63,1720.24,1507.0
97,15.34,1720.24,1511.0
98,15.67,1720.04,1516.0
99,15.93,1719.65,1521.0
