epoch,training_acc,training_loss,L2
0,38.53,862.8,859.0
1,41.61,827.75,892.0
2,46.99,812.36,925.0
3,49.24,793.92,959.0
4,50.31,782.51,990.0
5,55.51,772.61,1021.0
6,57.45,762.76,1050.0
7,57.64,755.37,1079.0
8,61.6,747.66,1108.0
9,61.89,741.48,1137.0
10,63.34,734.18,1166.0
11,61.69,728.1,1194.0
12,65.76,723.53,1224.0
13,66.2,716.96,1254.0
14,66.3,711.65,1284.0
15,68.37,707.62,1313.0
16,68.75,702.27,1342.0
17,69.66,697.84,1371.0
18,71.15,693.91,1399.0
19,71.46,690.55,1429.0
20,72.67,686.29,1458.0
21,72.23,683.34,1487.0
22,72.35,679.67,1516.0
23,73.16,676.16,1544.0
24,74.84,672.82,1573.0
25,74.4,669.07,1603.0
26,75.24,666.43,1632.0
27,74.93,663.46,1661.0
28,75.22,659.95,1692.0
29,75.71,657.8,1720.0
30,75.99,654.87,1750.0
31,75.79,652.22,1779.0
32,77.0,649.68,1807.0
33,77.17,647.7,1835.0
34,77.09,645.03,1864.0
35,76.92,642.56,1892.0
36,76.6,639.98,1919.0
37,77.34,639.18,1947.0
38,77.44,636.99,1974.0
39,78.24,635.35,2001.0
