epoch,training_acc,training_loss,L2
0,33.02,871.32,855.0
1,37.88,837.4,889.0
2,44.47,821.93,924.0
3,40.61,808.17,955.0
4,53.49,790.74,988.0
5,55.55,772.43,1020.0
6,57.1,760.62,1051.0
7,60.39,751.76,1083.0
8,62.46,742.77,1114.0
9,62.7,735.71,1143.0
10,64.51,729.82,1173.0
11,60.91,723.47,1204.0
12,67.73,718.96,1236.0
13,67.91,713.56,1266.0
14,67.88,707.71,1297.0
15,66.55,703.33,1328.0
16,70.88,698.14,1360.0
17,70.65,694.72,1392.0
18,70.05,689.9,1422.0
19,72.65,686.59,1453.0
20,71.97,682.03,1483.0
21,73.86,678.22,1514.0
22,73.27,675.31,1545.0
23,74.07,671.44,1576.0
24,75.93,667.79,1606.0
25,74.98,665.29,1638.0
26,76.24,663.01,1671.0
27,76.51,659.81,1702.0
28,76.05,656.36,1732.0
29,77.0,653.82,1763.0
30,77.38,650.52,1793.0
31,77.86,648.82,1823.0
32,78.26,646.57,1854.0
33,77.8,642.86,1883.0
34,78.29,640.88,1911.0
35,78.02,639.7,1941.0
36,78.78,637.71,1970.0
37,78.47,636.14,1999.0
38,78.66,634.37,2027.0
39,78.88,632.99,2053.0
