epoch,training_acc,training_loss,L2
0,31.79,879.52,859.0
1,41.64,835.31,904.0
2,44.85,815.47,938.0
3,49.08,802.97,973.0
4,51.33,788.19,1007.0
5,54.65,774.52,1042.0
6,56.9,763.35,1076.0
7,57.73,756.03,1109.0
8,60.1,747.28,1141.0
9,59.98,739.6,1173.0
10,63.69,733.35,1203.0
11,63.58,727.78,1234.0
12,66.57,722.33,1265.0
13,67.1,716.15,1296.0
14,66.48,711.69,1326.0
15,69.01,707.3,1358.0
16,68.41,701.69,1389.0
17,70.79,697.45,1420.0
18,70.85,693.2,1450.0
19,72.15,688.48,1480.0
20,70.93,685.48,1510.0
21,71.83,682.86,1541.0
22,72.99,679.23,1572.0
23,72.53,674.51,1601.0
24,73.96,671.21,1631.0
25,74.22,668.43,1660.0
26,74.06,665.77,1690.0
27,75.09,662.53,1720.0
28,75.32,659.18,1749.0
29,75.58,656.48,1778.0
30,75.9,653.73,1806.0
31,75.66,652.52,1837.0
32,75.94,649.13,1865.0
33,76.62,647.52,1894.0
34,76.53,644.43,1922.0
35,77.37,642.47,1949.0
36,77.21,640.84,1977.0
37,77.15,638.43,2003.0
38,77.95,637.23,2030.0
39,77.16,635.58,2058.0
