epoch,training_acc,training_loss,L2
0,35.18,865.64,854.0
1,41.33,828.56,885.0
2,44.43,812.59,917.0
3,50.1,797.51,950.0
4,54.33,781.87,981.0
5,55.87,771.29,1009.0
6,57.36,761.67,1035.0
7,57.75,755.89,1062.0
8,60.44,748.86,1087.0
9,60.78,743.54,1115.0
10,62.43,736.89,1141.0
11,63.26,731.43,1168.0
12,62.82,725.8,1198.0
13,64.81,722.5,1227.0
14,66.06,715.92,1255.0
15,67.16,712.59,1283.0
16,68.79,707.54,1311.0
17,68.86,704.43,1341.0
18,69.92,700.06,1369.0
19,70.68,695.67,1398.0
20,71.2,691.09,1426.0
21,71.13,688.65,1456.0
22,72.13,684.37,1484.0
23,71.2,681.44,1515.0
24,73.99,677.93,1545.0
25,73.46,673.68,1574.0
26,74.37,670.44,1603.0
27,74.54,668.8,1633.0
28,75.35,666.55,1663.0
29,75.72,662.47,1692.0
30,74.86,659.93,1721.0
31,76.31,657.66,1750.0
32,76.85,654.69,1778.0
33,76.23,652.81,1807.0
34,76.84,649.9,1834.0
35,76.81,647.19,1862.0
36,77.44,645.18,1891.0
37,77.44,642.74,1919.0
38,77.64,641.56,1946.0
39,77.76,638.86,1974.0
