epoch,training_acc,training_loss,L2
0,72.93,847.23,849.0
1,76.85,799.65,877.0
2,83.58,777.69,904.0
3,85.31,755.57,928.0
4,85.43,749.14,950.0
5,85.8,745.07,970.0
6,86.34,741.5,991.0
7,87.02,737.86,1011.0
8,88.5,734.55,1033.0
9,88.84,732.75,1053.0
10,89.13,730.85,1074.0
11,89.6,728.48,1094.0
12,89.77,727.4,1115.0
13,89.79,725.48,1137.0
14,89.89,724.44,1158.0
15,90.43,723.16,1181.0
16,90.2,721.96,1204.0
17,90.46,720.85,1227.0
18,90.68,719.5,1250.0
19,90.93,718.92,1274.0
20,90.77,718.16,1299.0
21,91.12,717.23,1322.0
22,89.64,716.33,1346.0
23,90.99,715.53,1371.0
24,90.71,714.51,1392.0
25,91.14,713.82,1416.0
26,91.34,713.65,1441.0
27,91.48,712.38,1465.0
28,91.39,711.38,1489.0
29,91.61,710.59,1510.0
30,91.52,710.03,1533.0
31,91.64,710.3,1559.0
32,91.41,709.55,1584.0
33,91.74,708.75,1608.0
34,91.34,708.28,1630.0
35,91.41,707.84,1653.0
36,91.94,706.88,1676.0
37,91.0,706.18,1698.0
38,91.75,706.0,1721.0
39,91.97,706.13,1743.0
