epoch,training_acc,training_loss
0,94.45,819.18
1,97.73,703.9
2,98.13,696.84
3,98.39,694.22
4,98.42,692.62
5,98.82,691.64
6,99.1,690.78
7,98.87,689.91
8,99.02,689.66
9,99.25,689.35
10,98.93,689.23
11,99.36,688.7
12,99.16,688.61
13,99.24,688.29
14,99.35,687.99
15,99.54,687.84
16,99.41,687.67
17,99.04,687.77
18,99.27,687.97
19,99.31,687.61
20,98.88,687.8
21,99.51,687.46
22,99.47,687.51
23,99.3,687.49
24,99.26,687.3
25,99.33,687.38
26,99.3,687.32
27,99.09,687.0
28,99.42,687.42
29,99.16,687.19
30,99.11,687.24
31,99.43,687.13
32,99.48,686.9
33,99.29,687.39
34,99.45,686.88
35,99.35,687.11
36,99.5,686.99
37,99.37,686.96
38,99.21,686.82
39,99.21,687.04
