epoch,training_acc,training_loss
0,97.55,760.33
1,97.91,696.43
2,98.67,693.3
3,98.85,691.93
4,98.97,691.03
5,98.83,690.37
6,99.06,689.6
7,98.4,689.22
8,99.07,689.13
9,99.27,688.76
10,99.26,688.54
11,99.41,688.05
12,99.26,688.52
13,99.17,688.14
14,99.31,688.19
15,99.06,688.23
16,99.4,687.81
17,99.29,687.83
18,99.18,687.74
19,99.26,687.51
20,99.21,687.41
21,99.06,687.79
22,99.31,687.63
23,98.99,687.18
24,99.16,687.69
25,99.36,687.37
26,99.45,687.55
27,99.4,687.36
28,99.07,687.75
29,99.24,687.43
30,99.29,687.38
31,99.22,687.55
32,99.19,687.56
33,99.44,687.4
34,99.28,687.18
35,98.99,687.53
36,99.3,687.36
37,99.36,687.34
38,99.22,687.38
39,99.27,687.5
