epoch,training_acc,training_loss
0,91.64,790.27
1,97.3,699.84
2,98.33,695.36
3,98.02,693.13
4,98.91,692.25
5,98.82,691.17
6,98.18,690.6
7,99.04,689.94
8,98.99,689.54
9,98.99,689.43
10,98.58,689.26
11,99.24,688.66
12,99.15,688.68
13,99.31,688.74
14,99.24,688.22
15,99.24,688.16
16,99.25,688.1
17,99.31,688.11
18,99.23,687.91
19,99.43,687.81
20,99.41,687.41
21,99.01,687.48
22,99.52,687.39
23,98.53,687.54
24,99.42,687.74
25,99.11,687.38
26,99.56,687.32
27,99.34,687.36
28,99.3,687.33
29,99.39,687.62
30,99.34,687.32
31,99.48,687.24
32,99.27,687.51
33,99.59,687.4
34,99.49,687.38
35,99.45,687.28
36,99.08,686.91
37,99.31,687.08
38,99.39,687.35
39,99.25,687.27
