epoch,training_acc,training_loss
0,97.19,738.54
1,97.87,696.75
2,98.19,693.56
3,98.42,691.96
4,99.15,691.13
5,98.94,690.4
6,98.85,689.75
7,99.27,689.5
8,99.37,688.81
9,99.36,688.77
10,99.29,688.67
11,99.29,688.27
12,99.36,688.31
13,99.27,688.1
14,99.42,687.79
15,99.27,687.9
16,99.32,687.8
17,99.34,687.64
18,99.41,687.53
19,99.29,687.83
20,99.22,687.48
21,99.12,687.62
22,99.34,687.32
23,99.36,687.49
24,99.41,687.27
25,99.19,687.35
26,99.44,687.45
27,99.37,687.5
28,99.36,687.22
29,99.4,687.55
30,99.27,687.27
31,99.1,687.01
32,99.31,687.34
33,99.28,687.27
34,99.49,687.43
35,99.32,686.94
36,99.31,687.38
37,99.42,687.72
38,99.32,686.85
39,99.42,687.58
