epoch,training_acc,training_loss
0,96.23,749.22
1,98.27,697.92
2,97.91,693.79
3,98.6,692.26
4,98.87,691.5
5,99.01,690.39
6,98.83,689.95
7,99.05,689.13
8,99.13,689.01
9,99.03,688.75
10,99.04,688.79
11,99.3,688.41
12,99.11,688.4
13,99.32,688.03
14,99.29,688.09
15,99.34,687.91
16,99.26,687.59
17,99.42,687.68
18,98.8,687.67
19,99.38,687.69
20,99.36,687.41
21,99.44,687.45
22,99.22,687.4
23,99.29,687.39
24,99.21,687.26
25,99.31,687.47
26,99.09,687.44
27,99.21,687.11
28,99.22,687.25
29,99.52,687.16
30,99.1,687.03
31,99.26,687.14
32,99.48,687.12
33,99.54,686.96
34,99.08,687.28
35,99.4,686.98
36,99.4,686.93
37,99.25,687.21
38,99.5,687.01
39,99.44,687.14
