epoch,training_acc,training_loss
0,96.78,745.26
1,98.08,699.36
2,98.48,694.65
3,98.75,692.34
4,98.88,691.29
5,98.99,690.56
6,98.92,690.0
7,99.12,689.58
8,99.04,689.14
9,99.12,688.86
10,98.9,688.6
11,99.35,688.27
12,99.33,688.19
13,99.26,687.95
14,99.42,687.83
15,99.37,687.97
16,99.28,687.7
17,99.35,687.62
18,99.38,687.79
19,99.17,687.7
20,99.44,687.67
21,99.24,687.26
22,99.34,687.18
23,99.21,687.78
24,99.51,687.17
25,99.01,687.35
26,99.2,687.42
27,99.44,687.11
28,99.38,687.3
29,99.37,687.2
30,99.43,687.22
31,99.51,686.84
32,99.12,687.01
33,99.35,687.2
34,99.5,687.19
35,99.2,687.23
36,99.29,687.18
37,99.45,686.91
38,99.41,687.13
39,99.34,686.86
