epoch,training_acc,training_loss
0,97.29,738.51
1,98.41,696.5
2,98.52,693.13
3,98.69,692.18
4,99.27,690.94
5,99.14,690.15
6,99.15,689.71
7,99.02,689.05
8,99.23,688.87
9,99.34,688.83
10,98.98,688.08
11,99.32,688.2
12,99.39,688.01
13,99.41,688.02
14,99.26,687.56
15,99.2,687.88
16,99.42,687.74
17,99.22,687.45
18,99.46,687.33
19,99.4,687.73
20,99.16,687.46
21,99.47,687.3
22,99.22,687.47
23,99.17,687.34
24,99.51,687.18
25,99.37,687.39
26,99.58,687.02
27,99.52,687.24
28,99.35,686.85
29,99.34,687.2
30,99.54,687.03
31,99.34,687.09
32,99.33,687.25
33,99.39,687.21
34,99.35,687.15
35,99.53,686.78
36,99.42,687.08
37,99.5,687.22
38,98.96,687.34
39,99.17,687.02
