epoch,training_acc,training_loss
0,95.91,750.61
1,98.04,699.15
2,98.32,694.75
3,98.48,692.67
4,99.07,691.44
5,98.92,690.8
6,99.1,690.23
7,99.07,689.59
8,98.78,689.28
9,99.13,688.85
10,99.33,688.58
11,99.13,688.22
12,99.23,687.97
13,99.1,688.03
14,99.26,687.76
15,99.5,687.65
16,99.42,687.55
17,99.39,687.54
18,99.44,687.67
19,99.32,687.33
20,99.32,687.51
21,99.32,687.27
22,99.56,687.24
23,99.04,687.36
24,99.47,687.23
25,99.41,687.06
26,99.13,687.24
27,99.18,686.88
28,99.47,686.92
29,99.46,687.08
30,99.36,686.81
31,99.07,686.82
32,99.45,686.69
33,99.42,686.93
34,99.27,686.91
35,99.4,686.59
36,99.37,686.94
37,99.29,686.82
38,99.26,686.73
39,99.35,686.89
