epoch,training_acc,training_loss
0,38.69,835.3
1,46.16,792.88
2,47.46,775.02
3,53.09,761.41
4,47.27,749.39
5,55.73,739.17
6,58.27,730.42
7,55.06,721.54
8,61.28,714.17
9,60.37,706.55
10,61.08,700.29
11,62.48,693.03
12,64.81,687.15
13,65.48,680.94
14,65.71,675.78
15,66.83,670.22
16,68.3,664.87
17,68.04,660.01
18,69.48,654.78
19,66.37,650.17
20,69.12,645.46
21,70.71,641.7
22,71.16,637.63
23,71.02,634.07
24,70.15,630.9
25,71.27,627.6
26,70.49,624.82
27,71.71,622.43
28,71.19,620.39
29,71.79,618.41
30,72.44,616.71
31,71.36,615.14
32,71.3,613.69
33,72.56,612.56
34,71.55,611.19
35,71.54,610.14
36,72.4,608.4
37,72.38,608.25
38,70.68,606.8
39,72.16,606.4
