epoch,training_acc,training_loss
0,39.0,839.1
1,44.94,796.2
2,47.69,777.49
3,50.6,764.37
4,51.93,753.85
5,55.24,745.32
6,55.94,737.08
7,55.79,729.65
8,58.35,722.32
9,59.65,714.98
10,60.46,707.57
11,58.54,701.17
12,62.44,695.0
13,59.56,687.72
14,63.73,682.02
15,64.32,675.52
16,64.44,669.46
17,65.46,663.55
18,66.42,658.17
19,65.98,653.56
20,63.68,648.57
21,66.39,644.16
22,66.73,640.12
23,68.84,636.65
24,67.78,633.61
25,68.37,631.01
26,67.72,628.58
27,68.69,626.26
28,68.18,625.06
29,68.39,622.35
30,69.25,620.78
31,68.91,619.15
32,67.63,617.58
33,67.98,616.37
34,69.19,614.95
35,67.25,613.71
36,68.82,612.91
37,68.0,611.92
38,67.69,611.12
39,69.5,610.63
