epoch,training_acc,training_loss
0,34.09,839.2
1,45.66,794.98
2,47.1,775.91
3,51.88,761.99
4,51.13,750.83
5,55.59,739.9
6,55.24,730.55
7,60.32,720.99
8,61.48,712.4
9,61.09,704.92
10,61.0,697.6
11,63.44,691.19
12,63.71,684.82
13,63.02,678.49
14,62.71,672.75
15,65.26,667.39
16,67.56,661.69
17,67.04,656.52
18,69.11,651.28
19,66.75,647.22
20,68.64,642.42
21,69.3,638.45
22,68.8,635.26
23,69.1,631.95
24,68.93,628.81
25,69.28,625.98
26,70.36,623.44
27,69.33,621.35
28,69.13,619.33
29,69.92,617.53
30,69.33,615.92
31,70.32,614.13
32,70.46,613.05
33,68.61,612.07
34,70.5,610.63
35,71.35,609.85
36,70.25,608.78
37,69.06,607.96
38,71.13,606.78
39,70.94,606.07
